R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner,win_by_Decision,win_by_KO,win_by_Submission,win_by_Other,R_SIG_STR._att,R_SIG_STR._landed,B_SIG_STR._att,B_SIG_STR._landed,R_TOTAL_STR._att,R_TOTAL_STR._landed,B_TOTAL_STR._att,B_TOTAL_STR._landed,R_TD_att,R_TD_landed,B_TD_att,B_TD_landed,R_HEAD_att,R_HEAD_landed,B_HEAD_att,B_HEAD_landed,R_BODY_att,R_BODY_landed,B_BODY_att,B_BODY_landed,R_LEG_att,R_LEG_landed,B_LEG_att,B_LEG_landed,R_DISTANCE_att,R_DISTANCE_landed,B_DISTANCE_att,B_DISTANCE_landed,R_CLINCH_att,R_CLINCH_landed,B_CLINCH_att,B_CLINCH_landed,R_GROUND_att,R_GROUND_landed,B_GROUND_att,B_GROUND_landed,weight_class,No_of_rounds,total_time_fought(seconds),total_time_fought(minutes),R_Stance,R_DOB,R_Height,R_Reach,R_Weight,B_Stance,B_DOB,B_Height,B_Reach,B_Weight,R_age,B_age,fight_year
Daniel Pineda,Rob Whiteford,0,0,0.54,0.52,0.2,0.35,3,0,1,4,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),,2014-03-15,"Dallas, Texas, USA",Featherweight Bout,Rob Whiteford,True,False,False,False,44,24,50,26,60,40,84,54,5,1,14,5,25,7,34,14,10,8,12,9,9,9,4,3,31,14,34,17,3,1,11,6,10,9,5,3,Featherweight,3,900,15.0,Orthodox,1985-08-06,170.18,175.26,145.0,Southpaw,1983-04-12,175.26,175.26,145.0,29.0,31.0,2014
Alexander Gustafsson,Jimi Manuwa,1,0,0.48,0.56,0.5,0.0,0,0,1,0,0,0,KO/TKO,2,78,5 Rnd (5-5-5-5-5),Marc Goddard,2014-03-08,"London, England, United Kingdom",Light Heavyweight Bout,Alexander Gustafsson,False,True,False,False,43,21,23,13,63,40,25,15,2,1,0,0,36,16,14,4,2,2,1,1,5,3,8,8,31,12,21,12,7,5,2,1,5,4,0,0,Light Heavyweight,5,378,6.3,Orthodox,1987-01-15,195.57999999999998,200.66,205.0,Orthodox,1980-02-18,185.42,200.66,205.0,27.0,34.0,2014
Michael Johnson,Melvin Guillard,0,0,0.32,0.21,0.25,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Leon Roberts,2014-03-08,"London, England, United Kingdom",Lightweight Bout,Michael Johnson,True,False,False,False,146,48,103,22,153,51,103,22,4,1,1,0,93,16,80,15,28,11,19,4,25,21,4,3,116,36,89,13,30,12,13,8,0,0,1,1,Lightweight,3,900,15.0,Southpaw,1986-06-04,177.8,185.42000000000002,145.0,Orthodox,1983-03-30,175.26,172.72,155.0,28.0,31.0,2014
Brad Pickett,Neil Seery,0,0,0.34,0.41,0.5,0.0,1,0,4,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Neil Hall,2014-03-08,"London, England, United Kingdom",Flyweight Bout,Brad Pickett,True,False,False,False,141,49,114,47,186,88,122,54,8,4,1,0,116,27,100,41,9,7,14,6,16,15,0,0,106,34,102,41,17,11,12,6,18,4,0,0,Flyweight,3,900,15.0,Orthodox,1978-09-24,167.64000000000001,172.72,135.0,Orthodox,1979-08-30,162.56,162.56,125.0,36.0,35.0,2014
Gunnar Nelson,Omari Akhmedov,0,0,0.8,0.37,1.0,0.0,1,0,3,0,0,0,Submission,1,276,3 Rnd (5-5-5),Grant Waterman,2014-03-08,"London, England, United Kingdom",Welterweight Bout,Gunnar Nelson,False,False,True,False,20,16,16,6,32,25,18,8,1,1,0,0,19,15,9,1,0,0,3,2,1,1,4,3,2,2,16,6,0,0,0,0,18,14,0,0,Welterweight,3,276,4.6,Switch,1988-07-28,180.34,182.88,170.0,Orthodox,1987-10-12,182.88,185.42000000000002,185.0,26.0,27.0,2014
Cyrille Diabate,Ilir Latifi,0,0,0.0,0.0,0.0,1.0,0,2,0,1,0,0,Submission,1,182,3 Rnd (5-5-5),Leon Roberts,2014-03-08,"London, England, United Kingdom",Light Heavyweight Bout,Ilir Latifi,False,False,True,False,0,0,0,0,1,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Light Heavyweight,3,182,3.033333333333333,Southpaw,1973-10-06,198.12,205.74,205.0,Orthodox,1983-07-28,177.8,185.42000000000002,205.0,41.0,31.0,2014
Luke Barnatt,Mats Nilsson,0,0,0.38,0.44,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,264,3 Rnd (5-5-5),Marc Goddard,2014-03-08,"London, England, United Kingdom",Middleweight Bout,Luke Barnatt,False,True,False,False,117,45,56,25,117,45,64,32,0,0,0,0,100,32,44,15,14,10,5,4,3,3,7,6,113,41,55,25,4,4,1,0,0,0,0,0,Middleweight,3,264,4.4,Orthodox,1988-04-13,198.12,195.58,185.0,Orthodox,1983-12-05,185.42,187.96,170.0,26.0,31.0,2014
Bradley Scott,Claudio Silva,0,0,0.54,0.49,0.0,0.2,0,0,0,5,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Neil Hall,2014-03-08,"London, England, United Kingdom",Middleweight Bout,Claudio Silva,True,False,False,False,75,41,73,36,96,61,158,114,0,0,15,3,60,26,55,23,11,11,5,4,4,4,13,9,70,37,67,33,5,4,4,1,0,0,2,2,Middleweight,3,900,15.0,,1989-06-24,185.42,193.04,170.0,Southpaw,1982-09-06,180.34,180.34,170.0,25.0,32.0,2014
Igor Araujo,Danny Mitchell,0,0,0.32,0.52,0.0,0.0,1,5,4,1,1,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Leon Roberts,2014-03-08,"London, England, United Kingdom",Welterweight Bout,Igor Araujo,True,False,False,False,37,12,34,18,204,138,102,70,3,0,1,0,29,7,23,9,7,5,5,4,1,0,6,5,10,2,15,6,1,1,5,5,26,9,14,7,Welterweight,3,900,15.0,Orthodox,1980-12-06,185.42,195.58,170.0,Orthodox,1986-08-08,187.96,187.96,170.0,34.0,28.0,2014
Phil Harris,Louis Gaudinot,0,0,0.75,0.5,0.0,0.0,0,1,0,0,0,0,Overturned,1,73,3 Rnd (5-5-5),Grant Waterman,2014-03-08,"London, England, United Kingdom",Flyweight Bout,Draw,False,False,False,True,4,3,4,2,5,4,9,7,2,0,0,0,3,2,3,1,0,0,1,1,1,1,0,0,3,2,4,2,1,1,0,0,0,0,0,0,Flyweight,3,73,1.2166666666666666,Orthodox,1983-09-04,162.56,162.56,125.0,Orthodox,1984-08-28,160.02,160.02,125.0,31.0,30.0,2014
Dong Hyun Kim,John Hathaway,2,0,0.33,0.27,0.33,0.16,0,0,1,0,0,0,KO/TKO,3,62,5 Rnd (5-5-5-5-5),Leon Roberts,2014-03-01,"Macau, China",Welterweight Bout,Dong Hyun Kim,False,True,False,False,81,27,97,27,96,42,127,52,3,1,6,1,76,22,69,13,5,5,22,10,0,0,6,4,43,13,74,16,15,6,17,9,23,8,6,2,Welterweight,5,662,11.033333333333333,Southpaw,1981-11-17,187.96,193.04,170.0,Orthodox,1987-07-23,185.42,190.5,170.0,33.0,27.0,2014
Sai Wang,Zhang Lipeng,0,0,0.39,0.4,0.0,0.4,0,2,2,4,2,0,Decision - Split,3,300,3 Rnd (5-5-5),Jerin Valel,2014-03-01,"Macau, China",Ultimate Fighter China Welterweight Tournament Title Bout,Zhang Lipeng,True,False,False,False,79,31,25,10,172,100,60,37,0,0,10,4,47,14,15,4,9,3,3,0,23,14,7,6,46,15,22,8,12,6,1,1,21,10,2,1,Welterweight,3,900,15.0,Southpaw,1986-01-14,182.88,182.88,170.0,Southpaw,1990-03-10,180.34,180.34,155.0,28.0,24.0,2014
Matt Mitrione,Shawn Jordan,1,0,0.38,0.32,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,299,3 Rnd (5-5-5),Dan Miragliotta,2014-03-01,"Macau, China",Heavyweight Bout,Matt Mitrione,False,True,False,False,62,24,46,15,65,25,51,19,0,0,2,0,57,20,38,8,2,1,2,1,3,3,6,6,47,16,37,10,15,8,9,5,0,0,0,0,Heavyweight,3,299,4.983333333333333,Switch,1978-07-15,190.5,200.66,265.0,Southpaw,1984-10-21,182.88,190.5,260.0,36.0,30.0,2014
Hatsu Hioki,Ivan Menjivar,0,1,0.33,0.31,0.66,0.0,2,1,9,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,2014-03-01,"Macau, China",Featherweight Bout,Hatsu Hioki,True,False,False,False,86,29,85,27,117,52,117,57,6,4,1,0,58,12,57,14,24,14,16,8,4,3,12,5,75,23,67,18,10,5,13,7,1,1,5,2,Featherweight,3,900,15.0,Orthodox,1983-07-18,180.34,177.8,145.0,Orthodox,1982-05-30,167.64000000000001,162.56,145.0,31.0,32.0,2014
Kazuki Tokudome,Yui Chul Nam,0,3,0.56,0.59,0.42,1.0,0,0,2,3,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Jerin Valel,2014-03-01,"Macau, China",Lightweight Bout,Yui Chul Nam,True,False,False,False,55,31,130,77,174,131,173,109,7,3,1,1,52,28,111,63,2,2,14,10,1,1,5,4,16,5,35,17,23,12,59,37,16,14,36,23,Lightweight,3,900,15.0,Southpaw,1987-03-04,180.34,185.42000000000002,155.0,Orthodox,1981-07-16,175.26,175.26,145.0,27.0,33.0,2014
Nam Phan,Vaughan Lee,0,0,0.12,0.45,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Leon Roberts,2014-03-01,"Macau, China",Bantamweight Bout,Vaughan Lee,True,False,False,False,189,24,311,142,190,24,314,145,5,0,1,0,158,11,197,72,22,8,79,47,9,5,35,23,188,24,310,141,1,0,1,1,0,0,0,0,Bantamweight,3,900,15.0,Orthodox,1983-03-13,167.64000000000001,177.8,135.0,Orthodox,1982-10-15,167.64000000000001,167.64000000000001,125.0,31.0,32.0,2014
Albert Cheng,An Ying Wang,0,0,0.41,0.28,0.0,0.0,0,0,0,0,0,0,TKO - Doctor's Stoppage,1,300,3 Rnd (5-5-5),Leon Roberts,2014-03-01,"Macau, China",Welterweight Bout,An Ying Wang,False,True,False,False,12,5,45,13,12,5,47,15,1,0,0,0,10,4,37,10,2,1,1,0,0,0,7,3,12,5,45,13,0,0,0,0,0,0,0,0,Welterweight,3,300,5.0,Orthodox,1985-02-07,180.34,,170.0,Orthodox,1991-04-04,182.88,,170.0,29.0,23.0,2014
Jumabieke Tuerxun,Mark Eddiva,0,0,0.35,0.55,0.11,0.4,2,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Jerin Valel,2014-03-01,"Macau, China",Featherweight Bout,Mark Eddiva,True,False,False,False,34,12,88,49,60,33,189,141,9,1,10,4,28,6,55,22,4,4,13,11,2,2,20,16,14,3,45,15,18,7,25,19,2,2,18,15,Featherweight,3,900,15.0,Orthodox,1986-04-17,170.18,170.18,135.0,Orthodox,1986-02-16,172.72,172.72,145.0,28.0,28.0,2014
Ronda Rousey,Sara McMann,1,0,0.6,0.65,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,66,5 Rnd (5-5-5-5-5),Herb Dean,2014-02-22,"Las Vegas, Nevada, USA",UFC Women's Bantamweight Title Bout,Ronda Rousey,False,True,False,False,23,14,20,13,30,21,21,14,0,0,0,0,12,4,14,8,10,9,6,5,1,1,0,0,8,2,10,6,15,12,10,7,0,0,0,0,Women's Bantamweight,5,66,1.1,Orthodox,1987-02-01,170.18,172.72,135.0,Orthodox,1980-09-24,167.64000000000001,167.64000000000001,135.0,27.0,34.0,2014
Daniel Cormier,Patrick Cummins,1,0,0.48,0.36,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,79,3 Rnd (5-5-5),Mario Yamasaki,2014-02-22,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Daniel Cormier,False,True,False,False,37,18,22,8,39,20,22,8,0,0,3,0,35,16,18,5,2,2,1,1,0,0,3,2,18,4,21,7,6,5,1,1,13,9,0,0,Light Heavyweight,3,79,1.3166666666666667,Orthodox,1979-03-20,180.34,182.88,235.0,Orthodox,1980-11-16,187.96,193.04,205.0,35.0,34.0,2014
Rory MacDonald,Demian Maia,0,0,0.35,0.42,0.0,0.09,0,0,0,1,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,2014-02-22,"Las Vegas, Nevada, USA",Welterweight Bout,Rory MacDonald,True,False,False,False,213,75,120,51,215,77,152,81,0,0,22,2,197,62,103,37,15,12,9,7,1,1,8,7,207,74,95,30,2,0,0,0,4,1,25,21,Welterweight,3,900,15.0,Orthodox,1989-07-22,182.88,193.04,170.0,Southpaw,1977-11-06,185.42,182.88,170.0,25.0,37.0,2014
Mike Pyle,TJ Waldburger,0,0,0.55,0.42,1.0,0.0,1,1,5,0,0,0,KO/TKO,3,243,3 Rnd (5-5-5),Herb Dean,2014-02-22,"Las Vegas, Nevada, USA",Welterweight Bout,Mike Pyle,False,True,False,False,101,56,89,38,134,88,102,49,4,4,4,0,87,44,70,21,7,7,8,7,7,5,11,10,57,21,77,31,21,14,12,7,23,21,0,0,Welterweight,3,843,14.05,Orthodox,1975-09-18,182.88,187.96,170.0,Orthodox,1988-04-25,180.34,190.5,170.0,39.0,26.0,2014
Robert Whittaker,Stephen Thompson,0,1,0.28,0.47,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,223,3 Rnd (5-5-5),Mario Yamasaki,2014-02-22,"Las Vegas, Nevada, USA",Welterweight Bout,Stephen Thompson,False,True,False,False,66,19,80,38,66,19,81,39,0,0,0,0,64,17,63,28,0,0,13,7,2,2,4,3,64,18,65,25,2,1,7,6,0,0,8,7,Welterweight,3,223,3.716666666666667,Orthodox,1990-12-20,182.88,185.42000000000002,185.0,Orthodox,1983-02-11,182.88,190.5,170.0,24.0,31.0,2014
Alexis Davis,Jessica Eye,0,0,0.46,0.42,0.66,0.0,0,0,2,0,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Yves Lavigne,2014-02-22,"Las Vegas, Nevada, USA",Women's Bantamweight Bout,Alexis Davis,True,False,False,False,113,53,111,47,175,112,135,69,3,2,0,0,64,25,97,39,12,6,1,0,37,22,13,8,91,40,98,40,14,7,13,7,8,6,0,0,Women's Bantamweight,3,900,15.0,Orthodox,1984-10-04,167.64000000000001,172.72,125.0,Orthodox,1986-07-27,167.64000000000001,167.64000000000001,125.0,30.0,28.0,2014
Raphael Assuncao,Pedro Munhoz,0,0,0.48,0.33,1.0,0.0,0,1,1,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Chris Tognoni,2014-02-22,"Las Vegas, Nevada, USA",Bantamweight Bout,Raphael Assuncao,True,False,False,False,206,100,100,33,225,116,109,41,3,3,1,0,170,73,56,6,12,8,21,12,24,19,23,15,184,87,98,33,4,1,2,0,18,12,0,0,Bantamweight,3,900,15.0,Orthodox,1982-07-19,165.1,167.64000000000001,135.0,Orthodox,1986-09-07,167.64000000000001,165.1,135.0,32.0,28.0,2014
Cody Gibson,Aljamain Sterling,0,0,0.33,0.51,0.66,0.6,1,3,0,2,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Herb Dean,2014-02-22,"Las Vegas, Nevada, USA",Bantamweight Bout,Aljamain Sterling,True,False,False,False,53,18,89,46,73,35,177,132,6,4,5,3,36,9,57,23,13,8,22,17,4,1,10,6,26,5,39,11,23,11,37,25,4,2,13,10,Bantamweight,3,900,15.0,Orthodox,1987-09-11,177.8,180.34,135.0,Orthodox,1989-07-31,170.18,180.34,135.0,27.0,25.0,2014
Zach Makovsky,Joshua Sampo,0,0,0.51,0.28,0.71,0.0,0,0,3,1,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Chris Tognoni,2014-02-22,"Las Vegas, Nevada, USA",Flyweight Bout,Zach Makovsky,True,False,False,False,66,34,67,19,93,60,104,54,7,5,0,0,50,20,49,7,6,6,10,6,10,8,8,6,56,25,52,13,2,2,10,3,8,7,5,3,Flyweight,3,900,15.0,Southpaw,1983-04-19,162.56,162.56,125.0,Orthodox,1984-07-24,162.56,162.56,125.0,31.0,30.0,2014
Rafaello Oliveira,Erik Koch,0,1,0.16,0.7,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,84,3 Rnd (5-5-5),Yves Lavigne,2014-02-22,"Las Vegas, Nevada, USA",Lightweight Bout,Erik Koch,False,True,False,False,6,1,27,19,6,1,27,19,0,0,0,0,3,0,27,19,1,1,0,0,2,0,0,0,6,1,6,3,0,0,0,0,0,0,21,16,Lightweight,3,84,1.4,Orthodox,1982-01-26,172.72,180.34,155.0,Southpaw,1988-10-04,177.8,180.34,155.0,32.0,26.0,2014
Ernest Chavez,Yosdenis Cedeno,0,0,0.45,0.31,1.0,0.0,0,0,5,0,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Chris Tognoni,2014-02-22,"Las Vegas, Nevada, USA",Lightweight Bout,Ernest Chavez,True,False,False,False,62,28,83,26,133,94,84,27,2,2,1,0,39,13,64,13,8,6,8,3,15,9,11,10,56,23,80,24,4,4,3,2,2,1,0,0,Lightweight,3,900,15.0,Orthodox,1983-06-27,172.72,177.8,145.0,Orthodox,1985-02-12,172.72,175.26,155.0,31.0,29.0,2014
Lyoto Machida,Gegard Mousasi,0,0,0.27,0.33,0.5,0.0,0,0,2,0,0,1,Decision - Unanimous,5,300,5 Rnd (5-5-5-5-5),Mario Yamasaki,2014-02-15,"Jaragua do Sul, Santa Catarina, Brazil",Middleweight Bout,Lyoto Machida,True,False,False,False,101,28,106,36,108,35,138,66,2,1,3,0,75,16,80,19,17,6,9,4,9,6,17,13,97,25,90,28,1,0,8,3,3,3,8,5,Middleweight,5,1500,25.0,Southpaw,1978-05-30,185.42,187.96,185.0,Orthodox,1985-08-01,187.96,193.04,185.0,36.0,29.0,2014
Jacare Souza,Francis Carmont,0,0,0.34,0.26,0.5,0.0,3,0,3,0,0,1,Decision - Unanimous,3,300,3 Rnd (5-5-5),Keith Peterson,2014-02-15,"Jaragua do Sul, Santa Catarina, Brazil",Middleweight Bout,Jacare Souza,True,False,False,False,47,16,71,19,89,51,107,44,4,2,1,0,39,10,59,14,6,4,7,2,2,2,5,3,35,7,70,19,3,3,1,0,9,6,0,0,Middleweight,3,900,15.0,Orthodox,1979-12-07,185.42,182.88,185.0,Orthodox,1981-10-11,190.5,198.12,205.0,35.0,33.0,2014
Erick Silva,Takenori Sato,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,52,3 Rnd (5-5-5),Mario Yamasaki,2014-02-15,"Jaragua do Sul, Santa Catarina, Brazil",Welterweight Bout,Erick Silva,False,True,False,False,18,18,0,0,21,21,0,0,0,0,2,0,14,14,0,0,4,4,0,0,0,0,0,0,2,2,0,0,2,2,0,0,14,14,0,0,Welterweight,3,52,0.8666666666666667,Orthodox,1984-06-21,182.88,187.96,170.0,Southpaw,1985-06-08,177.8,180.34,170.0,30.0,29.0,2014
Viscardi Andrade,Nico Musoke,1,0,0.34,0.43,0.5,0.4,0,0,1,1,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Keith Peterson,2014-02-15,"Jaragua do Sul, Santa Catarina, Brazil",Welterweight Bout,Nico Musoke,True,False,False,False,69,24,103,45,116,68,140,77,2,1,5,2,57,17,86,36,7,3,12,5,5,4,5,4,43,10,75,26,5,3,13,8,21,11,15,11,Welterweight,3,900,15.0,Orthodox,1984-03-08,180.34,190.5,170.0,Orthodox,1986-04-05,182.88,190.5,170.0,30.0,28.0,2014
Charles Oliveira,Andy Ogle,0,0,0.53,0.42,0.37,0.5,2,0,3,0,0,0,Submission,3,160,3 Rnd (5-5-5),Mario Yamasaki,2014-02-15,"Jaragua do Sul, Santa Catarina, Brazil",Featherweight Bout,Charles Oliveira,False,False,True,False,43,23,49,21,79,57,62,34,8,3,2,1,28,9,42,16,13,12,6,4,2,2,1,1,20,7,34,12,15,9,8,5,8,7,7,4,Featherweight,3,760,12.666666666666666,Orthodox,1989-10-17,177.8,187.96,155.0,Orthodox,1989-02-16,172.72,175.26,145.0,25.0,25.0,2014
Cristiano Marcello,Joe Proctor,0,0,0.26,0.38,0.1,0.0,1,1,1,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Osiris de Medeiros,2014-02-15,"Jaragua do Sul, Santa Catarina, Brazil",Lightweight Bout,Joe Proctor,True,False,False,False,100,26,174,67,121,44,182,72,10,1,0,0,65,12,157,55,20,7,9,6,15,7,8,6,85,20,156,55,13,5,17,12,2,1,1,0,Lightweight,3,900,15.0,Orthodox,1977-12-03,175.26,182.88,155.0,Orthodox,1985-08-10,177.8,182.88,155.0,37.0,29.0,2014
Rodrigo Damm,Ivan Jorge,0,0,0.4,0.39,1.0,0.0,1,1,0,0,0,1,Decision - Unanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,2014-02-15,"Jaragua do Sul, Santa Catarina, Brazil",Lightweight Bout,Rodrigo Damm,True,False,False,False,170,68,159,63,171,69,164,68,1,1,9,0,151,56,128,42,9,3,19,12,10,9,12,9,158,61,144,56,7,4,15,7,5,3,0,0,Lightweight,3,900,15.0,Orthodox,1980-02-03,170.18,180.34,155.0,Orthodox,1980-11-07,175.26,185.42000000000002,155.0,34.0,34.0,2014
Francisco Trinaldo,Jesse Ronson,0,0,0.37,0.42,0.25,0.0,0,0,0,0,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Keith Peterson,2014-02-15,"Jaragua do Sul, Santa Catarina, Brazil",Lightweight Bout,Francisco Trinaldo,True,False,False,False,148,55,126,53,154,61,129,56,4,1,2,0,110,23,82,21,18,15,29,18,20,17,15,14,126,38,117,46,13,8,9,7,9,9,0,0,Lightweight,3,900,15.0,Southpaw,1978-08-24,175.26,177.8,155.0,Southpaw,1985-12-24,177.8,182.88,155.0,36.0,29.0,2014
Iuri Alcantara,Wilson Reis,1,0,0.55,0.37,0.66,0.42,0,0,4,2,1,1,Decision - Split,3,300,3 Rnd (5-5-5),Osiris de Medeiros,2014-02-15,"Jaragua do Sul, Santa Catarina, Brazil",Bantamweight Bout,Iuri Alcantara,True,False,False,False,76,42,61,23,128,84,110,66,3,2,7,3,69,38,47,16,3,2,0,0,4,2,14,7,34,15,38,9,5,3,4,3,37,24,19,11,Bantamweight,3,900,15.0,Southpaw,1980-08-04,175.26,180.34,135.0,Southpaw,1985-01-06,162.56,165.1,125.0,34.0,29.0,2014
Felipe Arantes,Maximo Blanco,1,0,0.4,0.4,0.33,0.5,1,0,0,1,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,2014-02-15,"Jaragua do Sul, Santa Catarina, Brazil",Featherweight Bout,Felipe Arantes,True,False,False,False,97,39,108,44,105,47,140,73,3,1,6,3,72,24,67,15,16,10,28,18,9,5,13,11,63,20,77,31,25,15,26,12,9,4,5,1,Featherweight,3,900,15.0,Orthodox,1988-02-09,172.72,185.42000000000002,135.0,Orthodox,1983-10-16,172.72,180.34,145.0,26.0,31.0,2014
Ildemar Alcantara,Albert Tumenov,0,0,0.57,0.45,0.57,1.0,0,0,6,0,0,1,Decision - Split,3,300,3 Rnd (5-5-5),Keith Peterson,2014-02-15,"Jaragua do Sul, Santa Catarina, Brazil",Welterweight Bout,Ildemar Alcantara,True,False,False,False,87,50,71,32,115,75,99,50,7,4,1,1,61,31,64,27,17,10,5,3,9,9,2,2,52,23,36,12,15,14,7,6,20,13,28,14,Welterweight,3,900,15.0,Orthodox,1982-11-18,187.96,198.12,185.0,Orthodox,1991-12-26,180.34,185.42000000000002,170.0,32.0,23.0,2014
Douglas Silva de Andrade,Zubaira Tukhugov,0,0,0.27,0.36,0.0,0.5,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Osiris de Medeiros,2014-02-15,"Jaragua do Sul, Santa Catarina, Brazil",Featherweight Bout,Zubaira Tukhugov,True,False,False,False,97,27,95,35,97,27,102,41,0,0,6,3,70,13,78,25,12,4,16,9,15,10,1,1,89,24,73,29,8,3,13,4,0,0,9,2,Featherweight,3,900,15.0,Orthodox,1985-06-22,170.18,172.72,135.0,Orthodox,1991-01-15,172.72,172.72,145.0,29.0,23.0,2014
Renan Barao,Urijah Faber,1,0,0.36,0.25,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,222,5 Rnd (5-5-5-5-5),Herb Dean,2014-02-01,"Newark, New Jersey, USA",UFC Bantamweight Title Bout,Renan Barao,False,True,False,False,46,17,31,8,70,37,32,9,0,0,2,0,38,13,22,3,5,1,6,3,3,3,3,2,29,10,24,5,12,5,7,3,5,2,0,0,Bantamweight,5,222,3.7,Orthodox,1987-01-31,167.64000000000001,177.8,135.0,Orthodox,1979-05-14,167.64000000000001,170.18,135.0,27.0,35.0,2014
Jose Aldo,Ricardo Lamas,0,0,0.52,0.28,1.0,0.16,2,0,4,0,0,0,Decision - Unanimous,5,300,5 Rnd (5-5-5-5-5),Keith Peterson,2014-02-01,"Newark, New Jersey, USA",UFC Featherweight Title Bout,Jose Aldo,True,False,False,False,119,62,146,41,143,85,170,63,2,2,6,1,73,29,92,17,24,13,14,8,22,20,40,16,111,56,118,27,6,6,7,6,2,0,21,8,Featherweight,5,1500,25.0,Orthodox,1986-09-09,170.18,177.8,145.0,Orthodox,1982-05-21,172.72,180.34,145.0,28.0,32.0,2014
Frank Mir,Alistair Overeem,0,1,0.13,0.83,0.33,0.0,1,0,1,1,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,2014-02-01,"Newark, New Jersey, USA",Heavyweight Bout,Alistair Overeem,True,False,False,False,23,3,74,62,26,5,157,139,3,1,0,0,17,0,52,40,3,1,19,19,3,2,3,3,23,3,20,14,0,0,6,6,0,0,48,42,Heavyweight,3,900,15.0,Southpaw,1979-05-24,190.5,200.66,264.0,Orthodox,1980-05-17,193.04,203.2,265.0,35.0,34.0,2014
John Lineker,Ali Bagautinov,0,0,0.5,0.53,0.0,0.5,2,1,0,3,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Keith Peterson,2014-02-01,"Newark, New Jersey, USA",Flyweight Bout,Ali Bagautinov,True,False,False,False,54,27,92,49,81,52,133,86,0,0,12,6,26,5,72,30,26,21,18,17,2,1,2,2,32,11,45,19,15,10,17,12,7,6,30,18,Flyweight,3,900,15.0,Orthodox,1990-06-12,160.02,170.18,135.0,Orthodox,1985-06-10,162.56,165.1,125.0,24.0,29.0,2014
Jamie Varner,Abel Trujillo,0,1,0.37,0.22,0.0,0.0,1,0,1,0,0,0,KO/TKO,2,152,3 Rnd (5-5-5),Dan Miragliotta,2014-02-01,"Newark, New Jersey, USA",Lightweight Bout,Abel Trujillo,False,True,False,False,96,36,79,18,122,51,88,27,0,0,3,0,92,34,75,17,4,2,4,1,0,0,0,0,56,15,62,12,36,19,17,6,4,2,0,0,Lightweight,3,452,7.533333333333333,Orthodox,1984-10-12,172.72,182.88,155.0,Orthodox,1983-09-18,172.72,177.8,155.0,30.0,31.0,2014
John Makdessi,Alan Patrick,0,0,0.47,0.29,0.0,0.18,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,2014-02-01,"Newark, New Jersey, USA",Lightweight Bout,Alan Patrick,True,False,False,False,129,61,134,40,134,66,136,42,0,0,11,2,77,30,103,23,38,18,22,10,14,13,9,7,108,51,121,32,21,10,13,8,0,0,0,0,Lightweight,3,900,15.0,Orthodox,1985-05-03,172.72,172.72,155.0,Southpaw,1983-07-19,180.34,187.96,155.0,29.0,31.0,2014
